,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,churn_probability,monthly_charges,revenue_at_risk,y_true
6862,United States,California,Pasadena,91105,34.13946,-118.166649,Female,No,No,Yes,21,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,53.15,1183.2,3461,0.00376234252638747,53.15,2.399622063329929,0
6605,United States,California,Berry Creek,95916,39.657228,-121.37778,Male,No,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,5396,0.00376234252638747,50.2,2.266435137895812,0
5055,United States,California,Emeryville,94608,37.83726,-122.287648,Male,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,4837,0.008970675859720802,20.85,2.244463100102145,0
4147,United States,California,Soda Springs,95728,39.279068,-120.414275,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,4280,0.002247191011235955,81.0,2.184269662921348,0
5254,United States,California,Nice,95464,39.12334,-122.838198,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,220.8,2836,0.008970675859720802,20.15,2.16910942288049,0
3112,United States,California,Los Angeles,90039,34.110845,-118.259595,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,3915,0.008970675859720802,20.15,2.16910942288049,0
5612,United States,California,Cypress,90630,33.818477,-118.038307,Female,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,3973,0.008970675859720802,19.85,2.1368149897854956,0
5582,United States,California,Hawthorne,90250,33.914775,-118.348083,Female,Yes,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,2617,0.005845675859720803,29.9,2.097428498467824,0
3703,United States,California,Shaver Lake,93664,37.223,-119.001021,Male,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,5314,0.002247191011235955,75.85,2.045393258426966,0
2033,United States,California,Thousand Oaks,91362,34.191842,-118.822796,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,5041,0.00376234252638747,45.25,2.0429519918283963,0
1923,United States,California,Downey,90242,33.921793,-118.140588,Male,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,4444,0.00688734252638747,24.25,2.004216675178754,0
4371,United States,California,Palos Verdes Peninsula,90274,33.788208,-118.404955,Female,No,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,5040,0.00376234252638747,44.1,1.9910316649642492,0
5124,United States,California,Santa Cruz,95065,37.031404,-121.981865,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,5656,0.002247191011235955,71.45,1.9267415730337079,0
6600,United States,California,Sacramento,95864,38.585826,-121.376263,Male,No,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,5589,0.002247191011235955,69.35,1.8701123595505615,0
4816,United States,California,Bakersfield,93305,35.391733,-118.984109,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,5242,0.002247191011235955,67.8,1.8283146067415728,0
6564,United States,California,Camino,95709,38.748316,-120.675512,Male,No,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,2327,0.00376234252638747,40.1,1.8104392236976508,0
2673,United States,California,Morgan Hill,95037,37.161544,-121.649371,Male,No,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,5669,0.002247191011235955,64.95,1.7514606741573033,0
3504,United States,California,Santa Ana,92703,33.748635,-117.906125,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,4374,0.002247191011235955,64.05,1.7271910112359548,0
4021,United States,California,Fulton,95439,38.493888,-122.777141,Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.8,4684.3,6107,0.002247191011235955,63.8,1.720449438202247,0
6781,United States,California,Downey,90240,33.956228,-118.120993,Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,5148,0.00376234252638747,37.7,1.7020837589376918,0
5343,United States,California,Rescue,95672,38.724322,-120.991237,Female,No,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,4173,0.002247191011235955,61.3,1.6530337078651682,0
4266,United States,California,Montgomery Creek,96065,40.877552,-121.885884,Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,3353,0.005845675859720803,20.45,1.434528855975485,0
5852,United States,California,Daggett,92327,34.875144,-116.821698,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,5352,0.005845675859720803,20.35,1.4275140449438202,0
5097,United States,California,Stinson Beach,94970,37.921137,-122.657562,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,2010,0.005845675859720803,20.05,1.4064696118488254,0
6979,United States,California,Santee,92071,32.847336,-116.997605,Male,No,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,5240,0.005845675859720803,19.9,1.3959473953013277,0
5617,United States,California,Pico Rivera,90660,33.989524,-118.089299,Male,No,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,3243,0.005845675859720803,19.8,1.388932584269663,0
6375,United States,California,Mokelumne Hill,95245,38.304194,-120.592431,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,5206,0.005845675859720803,19.5,1.367888151174668,0
3622,United States,California,Guadalupe,93434,34.936,-120.594655,Female,No,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,5232,0.002247191011235955,49.4,1.332134831460674,0
5010,United States,California,Clayton,94517,37.881842,-121.848111,Female,No,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,2006.95,6170,0.00376234252638747,26.0,1.1738508682328908,0
5193,United States,California,Livingston,95334,37.361987,-120.748394,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.0,1776.0,5374,0.00376234252638747,26.0,1.1738508682328908,0
6040,United States,California,Buellton,93427,34.631362,-120.238218,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,4501,0.00376234252638747,25.3,1.142247191011236,0
3726,United States,California,Carmel,93923,36.460611,-121.852507,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,4551,0.00376234252638747,25.25,1.1399897854954035,0
6321,United States,California,San Martin,95046,37.084697,-121.606417,Female,No,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.1,1070.15,4797,0.00376234252638747,25.1,1.133217568947906,0
3548,United States,California,Simi Valley,93065,34.269449,-118.768471,Male,Yes,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,5751,0.00376234252638747,25.1,1.133217568947906,0
3827,United States,California,San Ramon,94583,37.766556,-121.976784,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,5538,0.00376234252638747,25.0,1.128702757916241,0
2070,United States,California,Mt Baldy,91759,34.231318,-117.662032,Male,No,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,4297,0.00376234252638747,24.9,1.1241879468845761,0
4598,United States,California,Desert Hot Springs,92240,33.948558,-116.516976,Female,No,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,2645,0.00376234252638747,24.5,1.1061287027579163,0
2210,United States,California,Forest Falls,92339,34.067699,-116.903891,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,4900,0.00376234252638747,24.4,1.1016138917262512,0
6760,United States,California,Los Angeles,90056,33.987945,-118.370442,Female,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,4948,0.00376234252638747,24.2,1.0925842696629213,0
2635,United States,California,Richmond,94801,37.945288,-122.383941,Female,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,4671,0.00376234252638747,23.65,1.067752808988764,0
4494,United States,California,Covina,91724,34.08111,-117.853935,Male,No,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.4,1429.65,5822,0.00376234252638747,23.4,1.0564657814096015,0
3086,United States,California,Los Angeles,90002,33.949255,-118.246978,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,4927,0.00376234252638747,20.75,0.93682328907048,0
1935,United States,California,Pacific Palisades,90272,34.079449,-118.548306,Female,No,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,4124,0.00376234252638747,20.65,0.9323084780388151,0
7012,United States,California,Calexico,92231,32.690654,-115.431225,Female,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,5462,0.00376234252638747,20.55,0.92779366700715,0
5317,United States,California,Elk Grove,95624,38.434138,-121.30587,Male,No,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,1042.65,6097,0.00376234252638747,20.45,0.9232788559754852,0
5150,United States,California,San Jose,95139,37.218705,-121.762429,Male,No,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.3,487.95,2948,0.00376234252638747,20.3,0.9165066394279877,0
5914,United States,California,Irvine,92604,33.688546,-117.788091,Male,No,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,5759,0.00376234252638747,20.15,0.9097344228804902,0
3722,United States,California,Salinas,93907,36.77462,-121.664714,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,2272,0.00376234252638747,20.1,0.9074770173646578,0
6103,United States,California,Fowler,93625,36.625792,-119.672483,Female,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1049.6,6338,0.00376234252638747,19.85,0.8961899897854955,0
4196,United States,California,Greenville,95947,40.160386,-120.835428,Male,No,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,2941,0.00376234252638747,19.85,0.8961899897854955,0
5381,United States,California,Sacramento,95822,38.512569,-121.495184,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1051.9,4831,0.00376234252638747,19.7,0.889417773237998,0
6302,United States,California,San Quentin,94964,37.942551,-122.491642,Female,Yes,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,4224,0.00376234252638747,19.6,0.884902962206333,0
4380,United States,California,Inglewood,90301,33.956445,-118.358634,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,5764,0.00376234252638747,19.55,0.8826455566905005,0
5399,United States,California,Arbuckle,95912,38.982373,-122.047751,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,5625,0.00376234252638747,19.5,0.8803881511746681,0
6181,United States,California,Sunnyvale,94086,37.378541,-122.020456,Female,No,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.45,1336.35,4559,0.00376234252638747,19.45,0.8781307456588356,0
